Gene	TFfam	blastiden
BraA02g047050.3.5C	M-type_MADS	88.822
BraA03g043070.3.5C	bHLH	100.000
BraA03g041550.3.5C	MYB	100.000
BraA07g027840.3.5C	bZIP	100.000
BraA01g046170.3.5C	WRKY	100.000
BraA10g002020.3.5C	NAC	78.039
BraA07g010400.3.5C	Trihelix	100.000
BraA03g011080.3.5C	C2H2	100.000
BraA02g019190.3.5C	G2-like	100.000
BraA04g008160.3.5C	bHLH	100.000
BraA06g030270.3.5C	bHLH	100.000
BraA07g031590.3.5C	bHLH	100.000
BraA07g006180.3.5C	MIKC_MADS	99.134
BraA07g034030.3.5C	ARR-B	100.000
BraA03g021650.3.5C	WRKY	100.000
BraA07g035530.3.5C	Dof	100.000
BraA05g001480.3.5C	ERF	99.618
BraA02g045010.3.5C	MYB	99.705
BraA10g025920.3.5C	NF-YA	100.000
BraA05g015340.3.5C	GeBP	100.000
BraA08g023790.3.5C	ARF	99.645
BraA06g027940.3.5C	C3H	100.000
BraA02g021000.3.5C	bHLH	100.000
BraA03g002160.3.5C	ERF	85.671
BraA01g014930.3.5C	GRF	90.710
BraA05g003450.3.5C	bHLH	100.000
BraA07g042670.3.5C	DBB	100.000
BraA09g037260.3.5C	Dof	100.000
BraA06g026430.3.5C	ERF	100.000
BraA01g001260.3.5C	GRAS	99.812
BraA07g012650.3.5C	SBP	100.000
BraA02g025260.3.5C	ERF	100.000
BraA02g015160.3.5C	bHLH	100.000
BraA09g023590.3.5C	MYB_related	100.000
BraA07g041360.3.5C	Trihelix	100.000
BraA06g036020.3.5C	M-type_MADS	99.710
BraA04g033480.3.5C	B3	96.382
BraA06g024440.3.5C	C2H2	100.000
BraA10g004620.3.5C	DBB	100.000
BraA09g022600.3.5C	WRKY	100.000
BraA05g020480.3.5C	CO-like	100.000
BraA05g031510.3.5C	ERF	80.579
BraA09g008450.3.5C	NAC	100.000
BraA05g043430.3.5C	NAC	100.000
BraA01g025600.3.5C	GRAS	100.000
BraA02g047410.3.5C	C2H2	100.000
BraA06g027780.3.5C	LBD	100.000
BraA01g023400.3.5C	bHLH	100.000
BraA07g035410.3.5C	NAC	100.000
BraA07g014930.3.5C	NAC	100.000
BraA08g012180.3.5C	CAMTA	99.891
BraA02g007950.3.5C	SBP	100.000
BraA04g018430.3.5C	TALE	100.000
BraA03g012760.3.5C	GATA	100.000
BraA04g029380.3.5C	B3	100.000
BraA01g018090.3.5C	NZZ/SPL	100.000
BraA08g012750.3.5C	GRAS	100.000
BraA02g028740.3.5C	M-type_MADS	100.000
BraA06g030200.3.5C	Dof	99.346
BraA10g028950.3.5C	B3	98.611
BraA02g005910.3.5C	HD-ZIP	100.000
BraA07g038590.3.5C	MYB	100.000
BraA03g047670.3.5C	C2H2	100.000
BraA01g009230.3.5C	GATA	100.000
BraA09g053620.3.5C	bZIP	100.000
BraA09g041430.3.5C	TALE	100.000
BraA01g027840.3.5C	bZIP	100.000
BraA03g030240.3.5C	MYB_related	100.000
BraA01g019200.3.5C	HD-ZIP	100.000
BraA06g043890.3.5C	G2-like	100.000
BraA08g024540.3.5C	Dof	100.000
BraA01g031020.3.5C	bHLH	99.429
BraA04g013590.3.5C	MYB	100.000
BraA09g031990.3.5C	MYB	100.000
BraA01g002070.3.5C	bZIP	100.000
BraA02g024510.3.5C	Trihelix	99.820
BraA05g000160.3.5C	C3H	100.000
BraA09g061170.3.5C	ZF-HD	100.000
BraA01g019540.3.5C	Trihelix	100.000
BraA01g012140.3.5C	MYB	100.000
BraA05g023910.3.5C	C3H	100.000
BraA02g003930.3.5C	bZIP	100.000
BraA10g031000.3.5C	NAC	100.000
BraA03g044470.3.5C	TCP	100.000
BraA06g041330.3.5C	C2H2	98.145
BraA05g042630.3.5C	MYB	100.000
BraA06g010770.3.5C	G2-like	99.595
BraA08g019340.3.5C	G2-like	100.000
BraA02g044610.3.5C	MIKC_MADS	100.000
BraA07g024000.3.5C	C2H2	80.723
BraA10g021650.3.5C	C3H	100.000
BraA08g014460.3.5C	M-type_MADS	98.537
BraA06g028100.3.5C	NF-YC	100.000
BraA03g007580.3.5C	G2-like	99.741
BraA03g023580.3.5C	WRKY	100.000
BraA06g003270.3.5C	RAV	100.000
BraA01g019820.3.5C	ERF	100.000
BraA08g015750.3.5C	WRKY	100.000
BraA03g025520.3.5C	EIL	100.000
BraA07g033430.3.5C	C3H	100.000
BraA09g064720.3.5C	C2H2	99.407
BraA06g043370.3.5C	WRKY	100.000
BraA09g059350.3.5C	MYB_related	100.000
BraA01g041430.3.5C	NAC	100.000
BraA03g006710.3.5C	WRKY	100.000
BraA10g032450.3.5C	HSF	100.000
BraA07g024740.3.5C	Nin-like	100.000
BraA06g016480.3.5C	Nin-like	100.000
BraA09g048360.3.5C	MYB	100.000
BraA10g003500.3.5C	C3H	100.000
BraA09g032860.3.5C	ERF	100.000
BraA07g017360.3.5C	bHLH	99.519
BraA04g017710.3.5C	bHLH	100.000
BraA07g021880.3.5C	MYB	100.000
BraA07g013220.3.5C	CO-like	100.000
BraA07g042180.3.5C	ERF	100.000
BraA03g044060.3.5C	MIKC_MADS	100.000
BraA09g053310.3.5C	B3	100.000
BraA06g040570.3.5C	MIKC_MADS	99.611
BraA08g022140.3.5C	bHLH	100.000
BraA07g030190.3.5C	M-type_MADS	100.000
BraA01g008390.3.5C	B3	100.000
BraA08g008990.3.5C	NAC	100.000
BraA03g017890.3.5C	WOX	99.732
BraA09g050440.3.5C	MYB_related	100.000
BraA07g023850.3.5C	SBP	100.000
BraA04g004040.3.5C	bZIP	99.630
BraA01g030310.3.5C	GeBP	100.000
BraA05g035750.3.5C	bZIP	100.000
BraA06g014480.3.5C	MYB	100.000
BraA02g026510.3.5C	C2H2	99.559
BraA06g042260.3.5C	G2-like	100.000
BraA05g004780.3.5C	HD-ZIP	100.000
BraA09g006080.3.5C	ERF	100.000
BraA10g004830.3.5C	MYB	100.000
BraA01g001220.3.5C	GRF	100.000
BraA06g021070.3.5C	MYB_related	100.000
BraA10g031100.3.5C	NAC	100.000
BraA03g038810.3.5C	NAC	100.000
BraA02g044880.3.5C	MYB_related	100.000
BraA05g020310.3.5C	B3	100.000
BraA09g061580.3.5C	WRKY	100.000
BraA02g002290.3.5C	WRKY	99.687
BraA07g027560.3.5C	DBB	100.000
BraA03g001640.3.5C	NAC	99.647
BraA06g021580.3.5C	HD-ZIP	99.058
BraA09g000320.3.5C	MYB_related	100.000
BraA09g040110.3.5C	C2H2	100.000
BraA02g010300.3.5C	MYB	90.335
BraA09g061070.3.5C	C2H2	100.000
BraA02g041100.3.5C	GRAS	100.000
BraA01g041320.3.5C	MYB_related	100.000
BraA10g000280.3.5C	NAC	100.000
BraA09g042350.3.5C	bHLH	100.000
BraA03g046470.3.5C	MYB_related	100.000
BraA05g005280.3.5C	MIKC_MADS	90.514
BraA03g044850.3.5C	MIKC_MADS	95.909
BraA08g001160.3.5C	NF-YA	100.000
BraA04g028190.3.5C	MYB	100.000
BraA09g023120.3.5C	bHLH	100.000
BraA02g004110.3.5C	ERF	100.000
BraA01g044100.3.5C	GeBP	79.320
BraA07g028290.3.5C	Trihelix	100.000
BraA05g004640.3.5C	Trihelix	100.000
BraA06g043140.3.5C	bHLH	100.000
BraA09g013390.3.5C	GRAS	99.367
BraA03g013820.3.5C	bHLH	100.000
BraA04g029630.3.5C	ERF	100.000
BraA03g021280.3.5C	C3H	99.820
BraA10g029470.3.5C	G2-like	98.870
BraA06g027050.3.5C	MYB	100.000
BraA03g006840.3.5C	MYB	100.000
BraA02g006010.3.5C	MYB	100.000
BraA04g007870.3.5C	HSF	100.000
BraA03g010250.3.5C	NAC	100.000
BraA02g005290.3.5C	C2H2	100.000
BraA09g064910.3.5C	LBD	100.000
BraA03g027180.3.5C	MYB	100.000
BraA06g045260.3.5C	C2H2	100.000
BraA09g001110.3.5C	bHLH	100.000
BraA08g012970.3.5C	ERF	98.932
BraA08g016250.3.5C	GATA	100.000
BraA03g022190.3.5C	C3H	100.000
BraA08g017090.3.5C	MYB	100.000
BraA09g055810.3.5C	TALE	99.671
BraA05g005300.3.5C	TCP	100.000
BraA09g037790.3.5C	NAC	100.000
BraA05g016490.3.5C	WRKY	94.545
BraA07g012300.3.5C	CO-like	100.000
BraA01g015040.3.5C	WRKY	100.000
BraA02g041810.3.5C	GATA	100.000
BraA05g042820.3.5C	NAC	100.000
BraAnng004680.3.5C	WRKY	100.000
BraA09g046680.3.5C	C2H2	100.000
BraA08g029200.3.5C	M-type_MADS	91.512
BraA07g035540.3.5C	G2-like	100.000
BraA01g040220.3.5C	bZIP	100.000
BraA01g014540.3.5C	ERF	100.000
BraA07g033720.3.5C	CAMTA	100.000
BraA08g012500.3.5C	C2H2	79.602
BraA03g046590.3.5C	Dof	100.000
BraA08g020470.3.5C	ERF	98.837
BraA08g013690.3.5C	MYB	92.254
BraA01g001870.3.5C	G2-like	99.692
BraA09g015300.3.5C	MYB	100.000
BraA07g015700.3.5C	Dof	100.000
BraA06g038030.3.5C	MYB	100.000
BraA09g018560.3.5C	bZIP	99.329
BraA05g011110.3.5C	SBP	100.000
BraA09g034370.3.5C	bZIP	100.000
BraA01g044460.3.5C	NAC	100.000
BraA06g024430.3.5C	C2H2	100.000
BraA09g055250.3.5C	B3	93.056
BraA03g021370.3.5C	bHLH	100.000
BraA02g045220.3.5C	HSF	99.608
BraA06g040670.3.5C	G2-like	100.000
BraA01g038210.3.5C	TCP	100.000
BraA04g019000.3.5C	NAC	100.000
BraA09g063650.3.5C	bHLH	100.000
BraA08g020160.3.5C	WRKY	100.000
BraA03g004830.3.5C	MYB	100.000
BraA03g047230.3.5C	ARR-B	100.000
BraA09g047190.3.5C	Trihelix	100.000
BraA04g003290.3.5C	SBP	97.735
BraA09g016860.3.5C	GeBP	100.000
BraA03g001540.3.5C	bHLH	100.000
BraA08g021840.3.5C	bHLH	100.000
BraA10g000890.3.5C	NAC	100.000
BraA10g013380.3.5C	MYB	99.826
BraA05g013710.3.5C	bHLH	100.000
BraA09g008220.3.5C	M-type_MADS	100.000
BraA01g032940.3.5C	FAR1	99.758
BraA05g005890.3.5C	C3H	100.000
BraA09g056570.3.5C	HD-ZIP	100.000
BraA08g024860.3.5C	Dof	100.000
BraA07g028880.3.5C	ZF-HD	100.000
BraA05g001310.3.5C	bHLH	100.000
BraA10g023250.3.5C	MYB	90.735
BraA07g019410.3.5C	ARF	100.000
BraA05g034100.3.5C	GRF	99.744
BraA03g036760.3.5C	LBD	100.000
BraA09g000290.3.5C	WRKY	100.000
BraA01g010850.3.5C	C3H	100.000
BraA08g004030.3.5C	ARR-B	100.000
BraA07g002170.3.5C	HD-ZIP	100.000
BraA10g017370.3.5C	MYB_related	100.000
BraA08g003360.3.5C	MYB_related	100.000
BraA08g005530.3.5C	ERF	97.279
BraA07g012040.3.5C	ERF	100.000
BraA10g029590.3.5C	bZIP	100.000
BraA06g034470.3.5C	WRKY	86.932
BraA04g007110.3.5C	GRF	100.000
BraA01g041440.3.5C	NAC	100.000
BraA03g048370.3.5C	C2H2	100.000
BraA01g030190.3.5C	bHLH	100.000
BraA04g031800.3.5C	LBD	99.405
BraA09g017290.3.5C	M-type_MADS	100.000
BraA03g057730.3.5C	WRKY	100.000
BraA04g031790.3.5C	LBD	98.069
BraA05g004820.3.5C	ERF	100.000
BraA09g003830.3.5C	MYB	100.000
BraA10g029990.3.5C	ARR-B	100.000
BraA03g001380.3.5C	HD-ZIP	100.000
BraA07g039550.3.5C	ZF-HD	100.000
BraA05g013660.3.5C	bHLH	100.000
BraA07g023120.3.5C	WRKY	100.000
BraA09g009670.3.5C	C2H2	100.000
BraA03g023750.3.5C	YABBY	100.000
BraA05g005780.3.5C	G2-like	100.000
BraA09g035130.3.5C	Trihelix	100.000
BraA07g017800.3.5C	HD-ZIP	100.000
BraA02g045880.3.5C	C2H2	100.000
BraA05g034180.3.5C	LBD	100.000
BraA01g009580.3.5C	NAC	100.000
BraA09g047060.3.5C	GRAS	100.000
BraA07g039410.3.5C	MYB	99.638
BraA06g007050.3.5C	bHLH	100.000
BraA07g013290.3.5C	G2-like	100.000
BraA10g000640.3.5C	bHLH	100.000
BraA01g038960.3.5C	GRF	89.076
BraA04g015460.3.5C	GRAS	100.000
BraA05g035170.3.5C	NAC	100.000
BraA05g016000.3.5C	NAC	100.000
BraA06g031860.3.5C	Nin-like	100.000
BraA09g034780.3.5C	WRKY	100.000
BraA09g034150.3.5C	C3H	100.000
BraA08g026370.3.5C	C2H2	100.000
BraA05g022770.3.5C	NAC	95.971
BraA02g009510.3.5C	EIL	100.000
BraA02g005800.3.5C	E2F/DP	100.000
BraA02g010640.3.5C	AP2	100.000
BraA03g006400.3.5C	NAC	100.000
BraA09g036050.3.5C	NF-YA	100.000
BraA07g022810.3.5C	HD-ZIP	99.838
BraA07g019550.3.5C	LBD	100.000
BraA07g026900.3.5C	C2H2	100.000
BraA06g033600.3.5C	CO-like	99.715
BraA01g033110.3.5C	CO-like	100.000
BraA02g002220.3.5C	bZIP	100.000
BraA01g005180.3.5C	GATA	100.000
BraA04g010880.3.5C	GeBP	99.666
BraA07g031830.3.5C	MYB	100.000
BraA03g058130.3.5C	B3	100.000
BraA01g015940.3.5C	GATA	100.000
BraA01g003120.3.5C	C2H2	98.909
BraA05g007800.3.5C	Dof	100.000
BraA09g035300.3.5C	bHLH	100.000
BraA09g065510.3.5C	bZIP	100.000
BraA09g057830.3.5C	G2-like	100.000
BraA08g012980.3.5C	ERF	100.000
BraA02g023150.3.5C	bHLH	100.000
BraA09g007190.3.5C	ERF	100.000
BraA02g047040.3.5C	bHLH	83.525
BraA02g013330.3.5C	MYB	100.000
BraA07g034540.3.5C	MYB	100.000
BraA09g056680.3.5C	CAMTA	100.000
BraA01g001720.3.5C	HSF	100.000
BraA07g039630.3.5C	MYB_related	100.000
BraA01g041870.3.5C	MYB_related	100.000
BraA09g050800.3.5C	WRKY	100.000
BraA06g042760.3.5C	GATA	100.000
BraA03g015870.3.5C	SBP	100.000
BraAnng002000.3.5C	C3H	100.000
BraA01g038830.3.5C	Trihelix	100.000
BraA03g031180.3.5C	TCP	100.000
BraA07g012640.3.5C	SBP	100.000
BraA08g034680.3.5C	bZIP	100.000
BraA08g000990.3.5C	C2H2	100.000
BraA10g024310.3.5C	WRKY	99.819
BraA03g021640.3.5C	WRKY	100.000
BraA08g034420.3.5C	bZIP	100.000
BraA07g034820.3.5C	bZIP	100.000
BraA06g005260.3.5C	GATA	100.000
BraA09g036630.3.5C	M-type_MADS	100.000
BraA08g029300.3.5C	MYB	100.000
BraA05g000660.3.5C	MYB	100.000
BraA01g033870.3.5C	NF-YA	99.375
BraA02g028180.3.5C	C2H2	100.000
BraA03g019910.3.5C	Trihelix	100.000
BraA07g029080.3.5C	ERF	100.000
BraA08g021990.3.5C	GRAS	100.000
BraA09g000790.3.5C	GRAS	100.000
BraA02g036480.3.5C	C2H2	99.772
BraA03g033820.3.5C	CO-like	100.000
BraA03g025060.3.5C	AP2	100.000
BraA06g036310.3.5C	M-type_MADS	100.000
BraA01g009420.3.5C	MYB	100.000
BraA02g023540.3.5C	TALE	100.000
BraA02g007540.3.5C	B3	98.986
BraA03g012110.3.5C	bHLH	82.335
BraA08g008480.3.5C	NAC	100.000
BraA09g007310.3.5C	ARF	100.000
BraA09g019030.3.5C	bZIP	99.732
BraA07g027120.3.5C	NAC	91.317
BraA10g011810.3.5C	bHLH	100.000
BraA03g041780.3.5C	B3	100.000
BraA06g015520.3.5C	TALE	100.000
BraA09g052180.3.5C	GATA	100.000
BraA06g008580.3.5C	RAV	100.000
BraA09g014300.3.5C	ERF	100.000
BraA04g018110.3.5C	MYB	100.000
BraA04g023720.3.5C	bHLH	99.852
BraA07g027210.3.5C	G2-like	100.000
BraA10g009590.3.5C	ERF	100.000
BraA04g026030.3.5C	bHLH	99.655
BraA02g003370.3.5C	MIKC_MADS	100.000
BraA09g056340.3.5C	bHLH	100.000
BraA02g019020.3.5C	CO-like	100.000
BraA02g007820.3.5C	C3H	100.000
BraA02g023820.3.5C	C2H2	99.552
BraA05g003320.3.5C	NAC	100.000
BraA02g011280.3.5C	WOX	98.031
BraA09g059980.3.5C	MYB	100.000
BraA07g026970.3.5C	WRKY	100.000
BraA02g019400.3.5C	bZIP	100.000
BraA03g039260.3.5C	bZIP	99.718
BraA03g062140.3.5C	GRAS	100.000
BraA01g015640.3.5C	GeBP	99.367
BraA05g001850.3.5C	WRKY	100.000
BraA02g021350.3.5C	NAC	100.000
BraA03g061480.3.5C	HD-ZIP	99.539
BraA09g023560.3.5C	HD-ZIP	100.000
BraA07g010190.3.5C	ERF	100.000
BraA05g038790.3.5C	MYB	100.000
BraA02g001100.3.5C	HD-ZIP	100.000
BraA03g066380.3.5C	GeBP	100.000
BraA01g015270.3.5C	GATA	100.000
BraA01g022810.3.5C	GATA	100.000
BraA03g017780.3.5C	HSF	100.000
BraA06g017080.3.5C	Trihelix	100.000
BraA04g016500.3.5C	bZIP	99.627
BraA03g059990.3.5C	bZIP	100.000
BraA05g027880.3.5C	ERF	100.000
BraA09g000110.3.5C	MYB_related	100.000
BraA03g025850.3.5C	bHLH	99.494
BraA07g033110.3.5C	MYB	100.000
BraA01g020440.3.5C	bHLH	100.000
BraA05g042280.3.5C	MIKC_MADS	100.000
BraA05g028710.3.5C	bHLH	100.000
BraA05g008120.3.5C	WRKY	100.000
BraA04g008310.3.5C	M-type_MADS	100.000
BraA08g034580.3.5C	LBD	100.000
BraA06g003650.3.5C	MYB_related	100.000
BraA03g013300.3.5C	M-type_MADS	100.000
BraA10g021640.3.5C	ERF	87.382
BraA01g013290.3.5C	MYB	99.625
BraA08g023910.3.5C	TCP	100.000
BraA09g003850.3.5C	ZF-HD	95.987
BraA02g028230.3.5C	B3	96.101
BraA01g009740.3.5C	WRKY	100.000
BraA07g004250.3.5C	bHLH	92.945
BraA02g010380.3.5C	HD-ZIP	97.754
BraA05g002380.3.5C	AP2	99.762
BraA04g017160.3.5C	ERF	100.000
BraA09g002490.3.5C	MYB	100.000
BraA06g043270.3.5C	NAC	100.000
BraA03g043600.3.5C	TALE	100.000
BraA02g008580.3.5C	HD-ZIP	99.707
BraA08g033210.3.5C	MYB	100.000
BraA02g015520.3.5C	WRKY	100.000
BraA02g042910.3.5C	WRKY	100.000
BraA09g038520.3.5C	bHLH	100.000
BraA08g025270.3.5C	C3H	75.088
BraA06g019020.3.5C	C3H	99.764
BraA10g010600.3.5C	Trihelix	96.570
BraA08g015100.3.5C	HD-ZIP	99.599
BraA01g003690.3.5C	bZIP	100.000
BraA09g040430.3.5C	NAC	100.000
BraA02g016120.3.5C	bHLH	100.000
BraA02g039960.3.5C	MYB	100.000
BraA09g064870.3.5C	NF-YC	100.000
BraA06g046010.3.5C	DBB	100.000
BraA04g023910.3.5C	DBB	100.000
BraA10g026710.3.5C	MYB	100.000
BraA06g019590.3.5C	C2H2	99.493
BraA09g038840.3.5C	MIKC_MADS	99.605
BraA07g042740.3.5C	BES1	99.349
BraA05g020020.3.5C	MYB_related	100.000
BraA05g041840.3.5C	E2F/DP	100.000
BraA10g023600.3.5C	Nin-like	100.000
BraA03g040140.3.5C	Dof	100.000
BraA10g029190.3.5C	NF-YA	100.000
BraA04g014500.3.5C	MYB_related	100.000
BraA10g022590.3.5C	AP2	96.546
BraA02g035160.3.5C	MYB_related	100.000
BraA09g009100.3.5C	MYB_related	100.000
BraA05g026820.3.5C	GATA	100.000
BraA04g026130.3.5C	B3	100.000
BraA03g042400.3.5C	WRKY	100.000
BraA04g027010.3.5C	bZIP	100.000
BraA03g018740.3.5C	E2F/DP	100.000
BraA02g047030.3.5C	HD-ZIP	100.000
BraA06g003890.3.5C	bHLH	98.333
BraA02g000970.3.5C	C2H2	100.000
BraA06g041180.3.5C	NAC	100.000
BraA04g021590.3.5C	WOX	100.000
BraA02g045510.3.5C	NAC	100.000
BraA09g052080.3.5C	HD-ZIP	100.000
BraA09g039540.3.5C	CO-like	100.000
BraA01g007620.3.5C	ARF	100.000
BraA02g036560.3.5C	C2H2	100.000
BraA03g017860.3.5C	C3H	100.000
BraA09g034630.3.5C	C2H2	99.792
BraA01g040760.3.5C	MYB	98.941
BraA08g031290.3.5C	bHLH	100.000
BraA07g022580.3.5C	GATA	100.000
BraA07g031920.3.5C	C2H2	100.000
BraA03g025690.3.5C	B3	97.778
BraA10g026660.3.5C	ERF	100.000
BraA07g002600.3.5C	SRS	100.000
BraA02g037740.3.5C	bZIP	100.000
BraA07g025340.3.5C	HD-ZIP	100.000
BraA03g055090.3.5C	HSF	100.000
BraA07g031520.3.5C	MIKC_MADS	100.000
BraA10g015450.3.5C	bHLH	100.000
BraA06g031940.3.5C	TCP	99.539
BraA09g040610.3.5C	HD-ZIP	100.000
BraA09g015860.3.5C	GRAS	99.064
BraA05g025140.3.5C	HSF	100.000
BraA07g038090.3.5C	MYB_related	100.000
BraA09g015630.3.5C	bHLH	100.000
BraA09g040360.3.5C	Dof	100.000
BraA01g034050.3.5C	EIL	100.000
BraA08g013710.3.5C	HSF	100.000
BraA08g024700.3.5C	VOZ	100.000
BraA10g000930.3.5C	NAC	99.479
BraA05g027510.3.5C	bHLH	99.566
BraA05g040020.3.5C	MYB	100.000
BraA02g004510.3.5C	SRS	100.000
BraA09g005600.3.5C	MYB	100.000
BraA05g015670.3.5C	bHLH	100.000
BraA10g004160.3.5C	B3	100.000
BraA02g035400.3.5C	Trihelix	100.000
BraA03g052480.3.5C	Nin-like	99.791
BraA10g031670.3.5C	M-type_MADS	100.000
BraA06g017350.3.5C	GRAS	100.000
BraA06g018130.3.5C	NAC	100.000
BraA01g000450.3.5C	WRKY	100.000
BraA04g026040.3.5C	WRKY	99.759
BraA03g006120.3.5C	C2H2	98.052
BraA05g001400.3.5C	WRKY	100.000
BraA09g039780.3.5C	RAV	100.000
BraA10g015010.3.5C	HRT-like	100.000
BraA10g017930.3.5C	AP2	100.000
BraA09g045420.3.5C	MYB_related	99.939
BraA10g014910.3.5C	NAC	100.000
BraA01g005970.3.5C	TALE	100.000
BraA01g005080.3.5C	TALE	100.000
BraA08g033060.3.5C	MYB	100.000
BraA09g019040.3.5C	TCP	100.000
BraA08g002700.3.5C	RAV	100.000
BraA03g022590.3.5C	bHLH	100.000
BraA02g016060.3.5C	TCP	100.000
BraA03g041410.3.5C	GATA	100.000
BraA03g005520.3.5C	NF-YA	100.000
BraA04g026890.3.5C	B3	100.000
BraA01g034860.3.5C	C2H2	100.000
BraA05g002860.3.5C	C2H2	100.000
BraA06g033230.3.5C	NAC	100.000
BraA07g041010.3.5C	NAC	100.000
BraA03g025020.3.5C	WOX	85.398
BraA01g023520.3.5C	MYB	100.000
BraA01g032550.3.5C	CPP	99.669
BraA10g018740.3.5C	C2H2	100.000
BraA02g021600.3.5C	bHLH	99.693
BraA09g018990.3.5C	MYB_related	100.000
BraA07g037610.3.5C	TCP	100.000
BraA07g042070.3.5C	bZIP	100.000
BraA04g021690.3.5C	C2H2	100.000
BraA07g012050.3.5C	ERF	100.000
BraA05g001020.3.5C	MYB_related	100.000
BraA08g029140.3.5C	ZF-HD	100.000
BraA09g002600.3.5C	NAC	100.000
BraA05g033840.3.5C	ERF	100.000
BraA07g008910.3.5C	MYB	100.000
BraA02g012480.3.5C	MYB	97.289
BraA04g008520.3.5C	M-type_MADS	99.653
BraA06g040170.3.5C	RAV	97.941
BraA03g061710.3.5C	HSF	100.000
BraA10g018000.3.5C	Dof	99.580
BraA09g008610.3.5C	ERF	82.022
BraA02g013000.3.5C	GATA	100.000
BraA02g019060.3.5C	ERF	100.000
BraA04g010430.3.5C	SAP	99.781
BraA07g039540.3.5C	MYB	100.000
BraA07g032140.3.5C	M-type_MADS	100.000
BraA03g054160.3.5C	WRKY	99.806
BraA01g010920.3.5C	HSF	98.788
BraA03g003340.3.5C	bHLH	99.785
BraA02g034920.3.5C	GATA	100.000
BraA07g018690.3.5C	NAC	100.000
BraA03g008650.3.5C	ERF	100.000
BraA07g035650.3.5C	TCP	100.000
BraA10g000860.3.5C	NAC	100.000
BraA01g041450.3.5C	NAC	100.000
BraA08g004940.3.5C	E2F/DP	100.000
BraA10g011580.3.5C	Nin-like	100.000
BraA10g032430.3.5C	C2H2	100.000
BraA05g001990.3.5C	bHLH	99.587
BraA06g007150.3.5C	FAR1	100.000
BraA05g026640.3.5C	Dof	100.000
BraA09g047160.3.5C	AP2	99.686
BraA04g012960.3.5C	ZF-HD	100.000
BraA04g023640.3.5C	MYB	100.000
BraA01g040940.3.5C	Trihelix	99.206
BraA03g060570.3.5C	Nin-like	100.000
BraA02g037960.3.5C	bHLH	100.000
BraA05g008750.3.5C	GRF	100.000
BraA10g016410.3.5C	MYB_related	100.000
BraA04g018130.3.5C	WRKY	100.000
BraA06g029370.3.5C	ERF	100.000
BraA07g024120.3.5C	NF-YC	100.000
BraA08g020740.3.5C	ZF-HD	100.000
BraA06g026890.3.5C	MYB	100.000
BraA08g034840.3.5C	bHLH	100.000
BraA10g022750.3.5C	HD-ZIP	100.000
BraA09g009480.3.5C	B3	100.000
BraA04g013100.3.5C	HSF	100.000
BraA07g023170.3.5C	NAC	97.126
BraA01g031810.3.5C	ERF	88.571
BraA09g044210.3.5C	C3H	99.922
BraA03g060080.3.5C	GATA	100.000
BraA02g042640.3.5C	C2H2	99.585
BraA03g019530.3.5C	Dof	93.174
BraA07g034290.3.5C	HSF	100.000
BraA02g034100.3.5C	NAC	100.000
BraA10g027660.3.5C	MYB	93.538
BraA05g038130.3.5C	MYB	100.000
BraA08g008740.3.5C	Trihelix	100.000
BraA09g008780.3.5C	bZIP	93.165
BraA03g018960.3.5C	ERF	100.000
BraA02g005700.3.5C	MYB	94.949
BraA05g041730.3.5C	HD-ZIP	100.000
BraA01g045710.3.5C	NAC	100.000
BraA03g022350.3.5C	LBD	100.000
BraA01g011230.3.5C	FAR1	100.000
BraA03g062260.3.5C	AP2	99.284
BraA04g001170.3.5C	Dof	100.000
BraA09g042710.3.5C	bZIP	100.000
BraA10g019630.3.5C	EIL	100.000
BraA02g042270.3.5C	Trihelix	99.836
BraA06g015340.3.5C	bZIP	100.000
BraA04g025290.3.5C	Trihelix	93.125
BraA02g021060.3.5C	ERF	99.451
BraA02g015170.3.5C	MYB_related	100.000
BraA01g002850.3.5C	C2H2	80.534
BraA07g041370.3.5C	Trihelix	100.000
BraA08g035400.3.5C	C2H2	100.000
BraA05g023700.3.5C	LSD	100.000
BraA06g029700.3.5C	EIL	100.000
BraA03g024810.3.5C	C3H	100.000
BraA09g040540.3.5C	bHLH	100.000
BraA02g017210.3.5C	LBD	100.000
BraA08g033600.3.5C	MYB	100.000
BraA09g008640.3.5C	WRKY	100.000
BraA07g030350.3.5C	C2H2	100.000
BraA02g028120.3.5C	bHLH	100.000
BraA02g029650.3.5C	WRKY	100.000
BraA04g030040.3.5C	WRKY	100.000
BraA06g008840.3.5C	ERF	100.000
BraA06g030010.3.5C	ZF-HD	100.000
BraA09g062410.3.5C	ERF	100.000
BraA05g007040.3.5C	WRKY	100.000
BraA03g016050.3.5C	WRKY	99.735
BraA05g031370.3.5C	CAMTA	100.000
BraA08g001340.3.5C	ERF	100.000
BraA10g019410.3.5C	ERF	100.000
BraA03g032200.3.5C	WRKY	100.000
BraA07g026400.3.5C	HD-ZIP	96.978
BraA01g045190.3.5C	MYB	100.000
BraA08g029220.3.5C	MYB	100.000
BraA03g038210.3.5C	B3	100.000
BraA03g065260.3.5C	GeBP	99.399
BraA10g025180.3.5C	MIKC_MADS	100.000
BraA03g020800.3.5C	FAR1	100.000
BraA09g052210.3.5C	C2H2	100.000
BraA10g002460.3.5C	bZIP	100.000
BraA09g001200.3.5C	HB-other	100.000
